TECHPUBLAYERNAME,GEOCATUUID,STATUS (ZS),INGESTSTATE,TIMESTANDDATE,
ch.bafu.neophyten-kaukasus_fettkraut,d628a1a7-bd94-4789-906c-99b8abd06c45,Published,Productive,2015-10-07 00:00:00,A
ch.meteoschweiz.messwerte-niederschlag-72h,d64e63e2-41b7-4f4c-9a72-5f239e4001f3,Published,Productive,2018-03-09 00:00:00,A
ch.bfe.sachplan-geologie-tiefenlager_vernehmlassung,d68d9a07-3a12-4137-aed6-d31f176ef2f6,Published,Decommissioned,2018-11-22 00:00:00,C
ch.swisstopo.swiss-map-vector25,d6b542d7-7e9a-42c9-82fa-b434db54bb72,Published,Productive,2020-09-01 00:00:00,A
ch.bafu.niederschlagserosivitaet-nov,d7470deb-cc45-404d-8977-85fbee610217,Published,Productive,2019-10-02 00:00:00,A
ch.swisstopo.koordinatenaenderung,d749d5c4-d362-489b-a6c1-a8ee68aeeaab,Published,Productive,2006-12-31 00:00:00,A
ch.bazl.projektierungszonen-flughafenanlagen,d76d6e8d-c6ac-40f3-92c0-2a953cb99d9f,Published,Productive,2020-10-16 00:00:00,A
ch.meteoschweiz.klimanormwerte-sonnenscheindauer_aktuelle_periode,d77b8012-0b88-40f2-94a9-60b0a4ea9d38,Published,Productive,2021-11-25 00:00:00,A
ch.swisstopo.swissimage-product_1946,d86ba57c-6053-44bf-9516-2ea3d376d76d,Published,Productive,2019-04-01 00:00:00,A
ch.swisstopo.geologie-geotechnik-mineralische_rohstoffe200,d86f291c-49b8-4bc8-93f7-dbab48dcb26c,Published,Productive,1990-01-01 00:00:00,A
ch.bafu.fischerei-nasenlaichplaetze,d8730e9f-fdd3-41aa-91c2-cdde00176fdd,Published,Productive,2006-02-20 00:00:00,A
ch.swisstopo.swissimage-dop10,d8864f44-7392-47b5-ad0e-cf1d52d156ac,Published,Productive,2021-01-01 00:00:00,A
ch.blw.ursprungsbezeichnungen-fleisch,d8a34a75-b1c3-4387-8b03-63dd150f529b,Published,Productive,2021-12-16 00:00:00,A
ch.swisstopo.terrain.3d,d92cac20-8741-49f5-b7d0-86f8db506e55,InProgress,Productive,2015-01-01 00:00:00,A
ch.bfe.kehrichtverbrennungsanlagen,d9596eaf-5629-4756-9a46-4f178407b905,Published,Productive,2021-12-31 00:00:00,A
ch.bafu.schutzgebiete-ramsar,d960a5c8-44e4-4d10-a9f6-95f58568563c,Published,Productive,2011-08-30 00:00:00,A
mogis,d9959eb9-c91c-4cb0-99d6-2c50f9fafb9b,Published,Productive,2021-04-26 00:00:00,A
ch.meteoschweiz.messnetz-automatisch,d9ea83de-b8d7-44e1-a7e3-3065699eb571,Published,Productive,2018-03-09 00:00:00,A
ch.bazl.kataster-belasteter-standorte-zivilflugplaetze.oereb,d9eaaa0b-7154-4ad9-ba1d-13c55036d452,Published,Decommissioned,2021-12-15 00:00:00,C
ch.bazl.baulinien-flughafenanlagen_v2_0.oereb,da5860d9-e805-4deb-9cfc-a4c3ee322fb7,Published,Productive,2021-12-15 00:00:00,A
ch.swisstopo-vd.geometa-grundbuch,dad4a841-708b-4a99-94bc-743bb28e0ab0,Published,Productive,2016-11-30 00:00:00,A
ch.pronatura.naturschutzgebiete,db4b251f-d431-457d-9ed6-4abf59d2a54a,Published,Productive,2022-12-31 00:00:00,A
ch.swisstopo.swissimage-product,db5a52b4-0f5f-4998-a9a8-dd9539f93809,Published,Productive,2021-01-01 00:00:00,A
ch.vbs.militaerflugplaetze,db9e038b-d1cc-46fb-a943-e8ef6ba45fe2,InProgress,Productive,2021-07-15 00:00:00,A
ch.swisstopo.vec200-transportation-oeffentliche-verkehr,dbcb87f1-3704-4eb6-8bd4-efed536bbf56,Published,Productive,2022-10-19 00:00:00,A
ch.bav.lage-stoerfallverordnung_eisenbahnanlagen,dc35a63d-58c9-42b6-911f-c9b086314a5c,Published,Productive,2018-02-05 00:00:00,A
ch.bafu.neophyten-karolina_haarnixe,dc375985-e3c2-4d7e-a3c3-f13b91ef4a68,Published,Productive,2015-10-07 00:00:00,A
ch.meteoschweiz.messwerte-sonnenscheindauer-relativ-1d,dc6dcd27-aafb-4912-9db5-9803b8a92506,Published,Productive,2018-03-09 00:00:00,A
ch.bfe.energiestaedte-2000watt-aufdemweg,dcb9564c-0941-4d8a-9d87-593d4cc822ce,Published,Decommissioned,2019-02-26 00:00:00,C
ch.bav.anlagen-schienengueterverkehr,dda92878-86a1-4191-a073-9721671d6bc1,Published,Productive,2020-12-09 00:00:00,A
ch.meteoschweiz.swissmetnet-niederschlag,ddd53eb9-4913-4b42-b7fc-035fc805e955,InProgress,Productive,2000-01-03 00:00:00,A
ch.blw.emapis-entwaesserung,ddd7254e-728d-4740-9c2b-659dceaca220,Published,Decommissioned,2019-06-06 00:00:00,C
ch.vbs.apotheken,de45f1e1-bdad-4cd2-a000-ee9e3ddfcbc4,InProgress,Productive,2021-08-23 00:00:00,A
ch.swisstopo.vec200-landcover-wald,de52b509-87c7-4f7e-be0b-ff3c557d2949,Published,Decommissioned,2022-10-19 00:00:00,C
ch.bfe.ladestellen-elektromobilitaet,deb77904-21ff-4ff4-b53d-b6ddb4615168,Published,Productive,2017-05-30 00:00:00,A
ch.astra.skatingland,deeb1f0f-ea25-46f0-977a-6ae1031cc55b,Published,Productive,2022-03-17 00:00:00,A
ch.meteoschweiz.messwerte-neuschnee-2d,df711c72-1335-4485-8936-5dec4573a383,Published,Productive,2018-03-09 00:00:00,A
ch.bafu.fauna-wildtierkorridor_national,df8e620a-6f8a-41f8-85fb-394d6ceda8a0,Published,Productive,2020-12-31 00:00:00,A
ch.bafu.planerischer-gewaesserschutz_zustroembereiche_zo,dfc7d70d-8a87-4dd0-9028-f5cda3e7cbfe,InClarification,Decommissioned,2018-11-06 00:00:00,C
se.lfv.luftfahrtkarte-500,e0156e0f-aa5b-4477-a410-858924a23d1d,Published,Productive,2019-06-20 00:00:00,A
ch.swisstopo.geologie-geomol-temperatur_top_muschelkalk,e0be0de5-4ed0-488a-a952-5eb385fd5595,Published,Productive,2020-03-03 00:00:00,A
ch.bafu.neophyten-felsen_greiskraut,e0dcb004-bfd3-454d-a60e-f61a6b5b0b1e,Published,Productive,2015-10-07 00:00:00,A
ch.bfe.sachplan-uebertragungsleitungen_kraft,e1134feb-55d7-4b44-8e13-125e983b259b,InProgress,Productive,2023-01-25 00:00:00,A
ch.bafu.neophyten-vielaehriger_knoeterich,e125626e-bd88-4401-94f7-b41f7f09b835,Published,Productive,2015-10-07 00:00:00,A
ch.bakom.uplink50,e1312b14-d1c2-4b82-a7a9-807be7b8e0de,Published,Decommissioned,2020-10-31 00:00:00,C
ch.swisstopo.swissbuildings3d_1.metadata,e181f7dd-063e-4e26-9dc7-4f06ae4b2921,Published,Decommissioned,2010-09-01 00:00:00,C
ch.swisstopo.pixelkarte-farbe-pk500.noscale,e1825425-2988-493e-9206-080171cadd27,InProgress,Productive,2022-01-11 00:00:00,A
ch.bafu.gewaesserschutz-chemischer_zustand_nitrat,e1a5a3ea-483e-4ccc-968e-0026d7df5e61,Published,Productive,2015-12-31 00:00:00,A
ch.swisstopo.swissboundaries3d-bezirk-flaeche.fill,e1b8837d-8c19-4b65-a8b5-21aaff44fa91,Published,Productive,2023-01-01 00:00:00,A
ch.bafu.hydroweb-warnkarte_national,e1d0c17a-0dbd-4455-bc83-1606e1e04298,Published,Productive,2015-06-30 00:00:00,A
ch.bafu.silvaprotect-hangmuren,e1f63878-1ddd-4a51-9d3b-f0f077990357,Published,Productive,2006-07-01 00:00:00,A
ch.swisstopo.swisstlm3d-karte-farbe.3d,e22ebb0c-36f4-4e9d-9549-8e2c6f9e8ba1,Published,Productive,2020-04-14 00:00:00,A
ch.bafu.hydrogeologie-uebersichtskarte,e238580b-a03d-45c2-9ea6-f6634ff9c64c,Published,Productive,2021-06-17 00:00:00,A
ch.swisstopo.geologie-gisgeol-flaechen-10x10km,e2428490-3526-4b5d-b8f0-82cebb1f6e43,Published,Decommissioned,2015-01-01 00:00:00,C
ch.bfe.projektierungszonen-starkstromanlagen_aenderung_v2_0.oereb,e248302c-b6be-45b2-abe6-0beba6e9f5b5,Published,Productive,2021-12-15 00:00:00,A
ch.are.erreichbarkeit-oev,e3437f64-68e1-4b07-ae35-22597ca89cc2,Published,Productive,2017-06-30 00:00:00,A
ch.bafu.neophyten-herbst_traubenkirsche,e3935c69-5dbd-4196-9197-0f725d557845,Published,Productive,2015-10-07 00:00:00,A
nato.kosovo-satellite-05m,e3a28a36-7151-4dac-b024-3be6103d65a1,InProgress,Productive,2019-10-31 00:00:00,A
ch.bafu.neophyten-vielblaettrige_lupine,e3af5881-4a91-42aa-bec8-ba759279f3f1,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.schutzgebiete-aulav_jagdbanngebiete,e3cf990a-23d5-4876-b279-206f9eb5f4c9,Published,Productive,2021-07-01 00:00:00,A
ch.eda.auslaendische-vertretungen,e3dac903-5252-4c2b-92fb-91e8a9b2a4d4,InProgress,Productive,2021-01-12 00:00:00,A
ch.swisstopo.swiss-map-vector500.metadata,e3f88f19-60ce-4516-8acf-289983454650,InProgress,Decommissioned,2022-01-01 00:00:00,C
ch.vbs.retablierungsstellen,e436f7aa-3d59-4f4e-8940-46d2b181a9b4,Published,Productive,2021-10-04 00:00:00,A
ch.bav.laermbelastung-eisenbahn_effektive_immissionen_nacht,e449ba1d-ee2a-42d5-97a9-ad9fcf48b696,Published,Productive,2019-02-17 00:00:00,A
ch.bfs.betriebs-unternehmensregister-schulen,e4c53c3d-7fff-414b-abb0-84dea24e9f9c,Published,Productive,2019-06-14 00:00:00,A
nato.kosovo-HTPWL,e519fd52-e1fd-49e8-ab59-d4bca4657fd9,InProgress,Productive,2020-12-16 00:00:00,A
ch.bazl.laermbelastungskataster-zivilflugplaetze_erste-nachtstunde,e53ef5a2-628d-46bd-a14e-d0d275cdec77,Published,Productive,2022-06-30 00:00:00,A
ch.bafu.wald-vegetationshoehenstufen_2085_trocken,e5831dd1-301a-4c5a-aa9d-4d68ea8435ac,Published,Productive,2021-09-22 00:00:00,A
ch.bfe.elektrizitaetsproduktionsanlagen,e5a00bdb-5022-4856-ad4a-d1afe7bf38b0,Published,NotProductive,2021-02-05 00:00:00,B
ch.swisstopo.geologie-rohstoffe-salz_abbau_verarbeitung,e5bed380-6a35-46c9-97c9-0cbf5875f292,Published,Productive,2018-02-22 00:00:00,A
ch.swisstopo.geologie-gisgeol-flaechen-gt21000km2,e630e54d-1b07-410a-aa04-431fbcb22310,Published,Decommissioned,2015-01-01 00:00:00,C
org.epsg.grid_21781,e63b269a-d32f-41ac-90a5-e330b0951ce8,Published,Productive,2012-01-01 00:00:00,A
ch.bav.projektierungszonen-eisenbahnanlagen.oereb,e699f25c-b45a-4140-9687-905398d01f48,Published,Decommissioned,2021-12-15 00:00:00,C
ch.meteoschweiz.messwerte-luftdruck-qfe-10min,e6ac5527-5447-4c24-a39b-1b248c65992f,Published,Productive,2018-03-09 00:00:00,A
ch.swisstopo.autobahnraststaetten,e6d173a5-54de-4f2d-ae5c-b53d1fdfd132,Published,Productive,2021-03-19 00:00:00,A
ch.meteoschweiz.klimanormwerte-sonnenscheindauer_1961_1990,e7873de9-c1dc-4ded-a417-2c4dc2d839fc,Published,Productive,2021-11-25 00:00:00,A
ch.swisstopo.hochspannungsleitungen,e7d2f099-1270-453a-b172-46db4adc2def,Published,Productive,2021-03-19 00:00:00,A
ch.swisstopo.geologie-geotope,e7dd54e9-fc98-4e5c-b46a-694d1ba6c84e,Published,Productive,2013-01-07 00:00:00,A
ch.bazl.luftfahrthindernis-aenderungen,e7de6005-86e8-49b9-baf5-be40e34fddd4,Published,Productive,2022-12-14 00:00:00,A
pl.mond.luftfahrtkarte-250,e7f0d7cb-0cd3-459c-ac94-9b1d182a3e12,Published,Productive,2017-01-01 00:00:00,A
ch.bafu.aquaprotect_050,e7f4931d-2010-4ab2-b4ef-edbc47074ca9,Published,Productive,2008-12-18 00:00:00,A
ch.swisstopo.swissnames3d.inspire,e81d4df0-52c8-4258-a38b-96f6761c976b,Published,Productive,2022-06-10 00:00:00,A
ch.meteoschweiz.messwerte-luftdruck-differenz-3h,e81f13db-cdf9-4711-ab31-9847b003851b,Published,Productive,2018-03-09 00:00:00,A
ch.bakom.notruf-144_zentral,e8914fd0-4b48-4446-af8e-1afeea435060,Published,Productive,2021-06-01 00:00:00,A
ch.bafu.flussordnungszahlen-strahler,e8b4794c-7045-4970-85eb-6caba4384976,Published,Productive,2014-08-05 00:00:00,A
ch.swisstopo.pixelkarte-farbe-pk100.noscale,e8be74b0-fc58-4fc7-be9a-5dcc70dcea6e,Published,Productive,2019-01-01 00:00:00,A
ch.swisstopo.vec200-miscellaneous-geodpoint,e93697f6-2c2a-4774-94ea-bb95d17aba6e,Published,Productive,2022-10-19 00:00:00,A
ch.astra.skatingland-sperrungen_umleitungen,e943182a-0126-4cfa-a02d-090dbe89e88e,Published,Productive,2022-03-17 00:00:00,A
ch.bafu.luftreinhaltung-stickstoffdeposition,e96fe990-b20e-489e-b213-dc8c1fa6e255,Published,Productive,2022-08-15 00:00:00,A
ch.swisstopo.pixelkarte-pk1000.metadata,e99499e6-fbaa-4eee-b180-7f2e115136f7,Published,Decommissioned,2022-01-01 00:00:00,C
ch.swisstopo.geologie-geotechnik-steinbrueche_1915,e9fb4d2c-8843-4586-b6f3-c9276a6d2890,Published,Productive,2006-03-04 00:00:00,A
ch.bafu.oekomorphologie-f_abschnitte,ea12e280-75cf-4b71-90f0-d2bcc9d7fdfa,Published,Productive,2008-09-13 00:00:00,A
ch.bafu.naqua-grundwasser_nitrat,ea282e54-364b-4023-87c1-cdccbac295b1,Published,Productive,2013-03-05 00:00:00,A
ch.bafu.bundesinventare-hochmoore_anhoerung,ea4004f1-a16e-4d14-bc0d-82f3ab5329c4,Published,Decommissioned,2017-11-01 00:00:00,C
ch.bag.zecken-lyme,ea45cb27-07e4-4969-8e97-b1151fb12cb7,Published,Decommissioned,2011-06-13 00:00:00,C
ch.swisstopo.swisstlm3d-karte-grau,ea59f826-b408-4657-a393-6fec178b2e30,Published,Productive,2019-01-01 00:00:00,A
ch.bafu.fischerei-aeschen_verbreitungsgebiet,ea67adf4-0f51-4f9a-ae5d-35d950f35d76,Published,Productive,2011-08-29 00:00:00,A
ch.swisstopo.leichte-basiskarte_reliefschattierung,eaa79f58-0dc7-4cfc-8308-f7adc33d933a,Published,Productive,2021-01-01 00:00:00,A
dk.dalo.luftfahrtkarte-250,eab541d9-ae88-4964-92f3-af471581178e,Published,Productive,2019-03-04 00:00:00,A
ch.bfs.betriebs-unternehmensregister-pharmaindustrie,eb3cdd9c-b92c-44ac-8073-16f916ee1614,Published,Productive,2019-06-14 00:00:00,A
ch.bfs.betriebs-unternehmensregister-versorgungseinrichtungen,eb400760-a58c-4404-b498-bc34f5ab436a,Published,Productive,2019-06-14 00:00:00,A
ch.bafu.neophyten-blauglockenbaum,eb65c909-1278-43aa-962a-e048ee1863ce,Published,Productive,2015-10-07 00:00:00,A
ch.bafu.hydrologie-untersuchungsgebiete,eb6b589d-1184-441f-84cf-d4fa6ac46a38,Published,Productive,2016-01-11 00:00:00,A
ch.bafu.hydroweb-messstationen_temperatur,eb9d3cc1-0c04-4cda-9f21-7742b8376be7,Published,Productive,2015-06-30 00:00:00,A
ch.bazl.segelflugkarte,eba8c71c-0c66-4a4e-b419-5e0260d5b43c,Published,Productive,2022-03-24 00:00:00,A
ch.swisstopo.geologie-rohstoffe-industrieminerale,ec3471db-6e86-4148-abbf-d702196381bd,Published,Productive,2018-01-01 00:00:00,A
ch.meteoschweiz.messwerte-windgeschwindigkeit-kmh-10min,ec9e5d28-f102-418a-a8b9-1e6db53a4826,Published,Productive,2018-03-09 00:00:00,A
ch.swisstopo.burgenkarte200_papier.metadata,eca5aec1-818d-429f-8091-145021e4c1aa,Published,Decommissioned,2016-01-01 00:00:00,C
ch.bfs.betriebszaehlungen-arbeitsstaetten,ecc82a85-9ecb-4f14-873d-bd07d8468bad,Published,Productive,2020-12-31 00:00:00,A
ch.swisstopo.geologie-dosisleistung-terrestrisch,eccbc751-9928-4221-89e1-1184cbb3aff5,Published,Productive,1996-12-31 00:00:00,A
ch.bafu.auen-ausserhalb_bundesinventar_alpin,ecee1c92-9d66-41c7-af14-900902f54527,Published,Productive,2017-11-01 00:00:00,A
ch.bafu.wasser-rueckgabe,ed1931ac-81bc-4517-9860-80090e530e33,Published,Productive,2004-01-01 00:00:00,A
ch.bfe.projektierungszonen-starkstromanlagen_v2_0.oereb,ed5b076b-6224-45c0-9071-65aa04bc856d,Published,Productive,2021-12-15 00:00:00,A
ch.are.wohnungsinventar-zweitwohnungsanteil,ed80ebde-99a0-4523-bc8a-4ec23426d966,Published,Productive,2022-10-31 00:00:00,A
ch.bav.laermbelastung-eisenbahn_laermschutzwaende,ed8f4713-e0c7-4dca-a7b0-3ef7aeb1bc73,Published,Productive,2019-02-17 00:00:00,A
ch.blw.emapis-wasserversorgung,ed9d64a2-56e0-4b66-85f3-066529f5da51,Published,Decommissioned,2019-06-06 00:00:00,C
ch.bafu.biologische-gefahrenpotentiale,ed9d79a9-0f18-48c8-bdc5-0795a3206205,InProgress,Productive,2022-05-25 00:00:00,A
ch.bafu.hydrologischer-atlas_flussgebiete,edff6d33-ba8c-441e-b8bd-7ab4969d4440,Published,Productive,2019-12-01 00:00:00,A
ch.swisstopo.geologie-rohstoffe-kohlen_bitumen_erdgas,ee51374d-1472-44bd-a5a7-c65c4e46f3b4,Published,Productive,2018-01-01 00:00:00,A
ch.blw.emapis-zusammenfassung,ee5457e8-19cc-48c3-949b-604d557dc8cb,Published,Decommissioned,2019-06-06 00:00:00,C
ch.bazl.luftraeume-kontrollzonen,ee7cdbda-996a-45f9-aeff-aa63fa0d446a,Published,Productive,2022-03-24 00:00:00,A
ch.meteoschweiz.hagelgefaehrdung-korngroesse_20_jahre,ef2ec7f4-0c37-4fa0-8794-aac151342ed2,Published,Productive,2021-04-01 00:00:00,A
ch.vbs.sperr-gefahrenzonenkarte,ef594c48-dcc6-4e22-894d-db65873637a3,Published,Productive,2022-03-24 00:00:00,A
ch.swisstopo.lotabweichungen,ef5df57e-8eb3-4b55-96e5-0e70adead7ad,Published,Productive,2016-06-06 00:00:00,A
ch.swisstopo.pixelkarte-pk500.metadata,ef79130d-a85e-4a29-905e-a4403910cdf9,InProgress,Decommissioned,2022-01-11 00:00:00,C
ch.bafu.neophyten-kanadische_goldrute,ef8df535-27b5-4031-a967-9e9b93befd8f,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.geologie-geotechnik-steine_historische_bauwerke,efe1b3cf-dac4-4660-a5bd-a9269a3d97db,Published,Productive,2018-11-13 00:00:00,A
org.openstreetmap.tankstellen,f0147cfd-5e9c-4af5-afce-fcef424143f7,Published,Productive,2019-05-17 00:00:00,A
ch.blw.gewaesseranschlusskarte-direkt,f03ce6ec-d927-4171-88a4-2369a75d4685,Published,Productive,2012-12-01 00:00:00,A
ch.bfs.arealstatistik-hintergrund,f03f085a-6bff-4063-b664-5546e32ba2e2,Published,Decommissioned,2018-12-31 00:00:00,C
ch.are.erreichbarkeit-miv,f0835478-07fc-4e12-bf48-51646a59c809,Published,Productive,2017-06-30 00:00:00,A
ch.bazl.laermbelastungskataster-zivilflugplaetze_klein-grossflugzeuge,f08c2e4b-e458-431f-b98b-32c59ec7baec,Published,Productive,2022-06-30 00:00:00,A
ch.bazl.sicherheitszonenplan,f0ac2ddb-8b07-421b-ada6-8c192b593bca,Published,Productive,2021-12-15 00:00:00,A
ch.swisstopo.landeskarte100_papier.metadata,f0ef32c7-2b74-4d01-a84f-a576a6c264c6,Published,Decommissioned,2021-07-27 00:00:00,C
ch.swisstopo.geologie-eiszeit-lgm-raster,f1455593-7571-48b0-8603-307ec59a6702,Published,Productive,2008-12-31 00:00:00,A
ch.swisstopo.geologie-hydrogeologische_karte-grundwasservorkommen,f198f6f6-8efa-4235-a55f-99767ea0206c,Published,Productive,2008-11-03 00:00:00,A
org.epsg.grid_2056,f1c937a2-0066-4476-ad9b-4b621261a6ec,Published,Productive,2012-01-01 00:00:00,A
ch.vbs.territorialregionen,f1d7d608-74d7-46fc-a478-b4357409f34b,Published,Productive,2018-01-01 00:00:00,A
ch.swisstopo.vec200-hydrography,f22843ce-ee17-43b3-adc8-ad7015043984,Published,Productive,2022-10-19 00:00:00,A
ch.are.belastung-gueterverkehr-bahn,f254b380-3652-4a64-82f4-6cd42fd8f6cc,Published,Productive,2012-12-31 00:00:00,A
ch.bazl.luftfahrtkarten-icao,f27432fa-948b-4608-98d5-22ebe118c98a,Published,Productive,2022-03-24 00:00:00,A
ch.bakom.mobilnetz-5g,f28fedfa-64ad-43c3-9767-b11deabc886f,Published,Productive,2020-10-31 00:00:00,A
ch.bafu.landesforstinventar-totholz,f29f0871-d8ee-42fa-94eb-92e267c473e9,Published,Decommissioned,2010-03-10 00:00:00,C
ch.meteoschweiz.messwerte-globalstrahlung-1d,f2c74c64-5bb3-48b3-8836-eab4a2dae47c,Published,Productive,2018-03-09 00:00:00,A
ch.swisstopo.geologie-geotechnik-gk500-gesteinsklassierung,f2c81b93-f0c5-4899-83a9-974ce36c48e6,Published,Productive,2006-03-04 00:00:00,A
ch.swisstopo.geologie-gisgeol-punkte,f33e0f9d-8915-4acf-b5e9-f2efb3f51084,Published,Decommissioned,2015-01-01 00:00:00,C
ch.astra.baulinien-nationalstrassen_v2_0.oereb,f3cb903a-cd44-427a-9aa5-260e69db8e60,Published,Productive,2021-12-15 00:00:00,A
ch.vbs.welt-che-verteidigungsattaches,f3e1ce83-fa9e-470c-a4e7-daf5c0cdc041,InProgress,Productive,2021-01-21 00:00:00,A
ch.bazl.projektierungszonen-flughafenanlagen.oereb,f3eed58a-a235-4b90-9e4c-d298c1165a5f,Published,Decommissioned,2020-10-16 00:00:00,C
ch.bakom.mobilnetz-3g,f424dac9-9157-4557-9a28-09b068ddb8f9,Published,Productive,2020-10-31 00:00:00,A
ch.meteoschweiz.hagelgefaehrdung-korngroesse_100_jahre,f4339ba8-1421-4fb9-8d41-3650bb873a84,Published,Productive,2021-04-01 00:00:00,A
ch.bafu.hydrologie-gewaesserzustandsmessstationen,f48022fc-52a9-4303-95c7-18f5096f1a00,Published,Productive,2013-03-01 00:00:00,A
ch.swisstopo.geologie-spezialkarten_schweiz_vector,f4ade05c-1420-4281-81c6-509a2d81a29b,Published,NotProductive,2011-01-01 00:00:00,B
ch.are.agglomerationsverkehr,f4b72bb8-aff0-4eab-b1e8-48e698c0e8fb,Published,Productive,2023-01-01 00:00:00,A
ch.bfe.waermepotential-gewaesser,f51ab0db-c25c-4211-ab07-365734380066,InProgress,NotProductive,2018-12-31 00:00:00,B
ch.bakom.versorgungsgebiet-tv,f57f174b-15ab-4428-b41f-916f33ea4cbb,Published,Productive,2007-07-04 00:00:00,A
ch.astra.ivs-reg_loc,f59f9e16-1f67-47bf-ade0-fcce715ce6fe,Published,Productive,2015-12-31 00:00:00,A
ch.vbs.aussenstelle-alc,f5dd5666-71b1-4b15-a554-5afe48cfd18b,InProgress,Productive,2022-03-18 00:00:00,A
ch.swisstopo.lubis-luftbilder-dritte-firmen,f614decc-a4f2-480f-b007-b8d9b99bdde5,Published,Productive,2022-07-15 00:00:00,A
ch.swisstopo.geologie-generalkarte-ggk200,f6416e51-bf55-445a-946e-3eee2134d131,Published,Productive,1964-12-31 00:00:00,A
ch.swisstopo.geologie-gletscherausdehnung,f6fb6139-f13e-4a56-bf01-01b7dd4358d5,Published,NotProductive,2020-08-31 00:00:00,B
ch.blw.klimaeignung-typ,f743a51c-7487-46a5-af16-5bf031edc417,Published,Productive,2008-10-24 00:00:00,A
ch.swisstopo.geologie-geocover.metadata,f7485f4f-2224-4b76-a43c-52cbf8883a42,Published,Productive,2019-12-18 00:00:00,A
ch.swisstopo.landeskarte-farbe_winter_200,f77fe6ff-2286-4887-b837-952bc5657e8a,Published,NotProductive,2022-11-01 00:00:00,B
ch.meteoschweiz.messnetz-manuell,f83b7866-de32-41a7-a398-c5b8908b8853,Published,Productive,2018-03-09 00:00:00,A
ch.bafu.hydroweb-messstationen_grundwasserzustand,f87d692e-8d65-4188-94ba-61b4c61d621c,Published,Productive,2015-06-30 00:00:00,A
ch.swisstopo.geologie-geophysik-aeromagnetische_karte_jura,f952b9be-9a11-478c-a21c-9d5e8631c7c2,Published,Productive,1983-12-31 00:00:00,A
ch.bfs.arealstatistik-bodennutzung-1985,f954beeb-7f1e-44a4-b975-19ea9b8c369f,Published,Decommissioned,2018-12-31 00:00:00,C
ch.swisstopo.geologie-felslabore,f995a522-62cb-4316-a762-f6a319985ed7,Published,Productive,2020-05-15 00:00:00,A
ch.bazl.laermbelastungskataster-zivilflugplaetze_zweite-nachtstunde,f9bff7c5-8390-4538-82b6-9595d6133e31,Published,Productive,2022-06-30 00:00:00,A
ch.swisstopo.pixelkarte-farbe,f9c31be1-887c-4203-8b11-57b40ecc039b,Published,Productive,2019-01-01 00:00:00,A
ch.bafu.hydrologischer-atlas_basisgebiete,f9e7ce17-3622-4ae4-8cbb-067011d5eed5,Published,Productive,2019-12-01 00:00:00,A
ch.bav.laerm-emissionsplan_eisenbahn_tag,fa08fcd4-b33e-423c-b82f-b090264aba80,Published,Decommissioned,2014-01-06 00:00:00,C
ch.astra.mountainbikeland-sperrungen_umleitungen,fa5f0dfb-162f-4b83-828c-7b880ad5e972,Published,Productive,2022-03-17 00:00:00,A
ch.meteoschweiz.messwerte-wind-boeenspitze-kmh-6h,fa6441c1-34bf-4f7a-a3be-be3e06f37061,Published,Productive,2018-03-09 00:00:00,A
ch.meteoschweiz.temperaturmittel-1864,fa657904-ab71-4094-b0f6-d29012ff9b8d,Published,Productive,2016-12-14 00:00:00,A
ch.bafu.wald-niederschlag_april_august_2085_gering,fa6960ab-794e-42c5-ac9f-14895a5f2b3a,Published,Productive,2021-01-01 00:00:00,A
ch.vbs.eltam-elsa-25,fa6af349-3b35-4f56-bdce-db95f151dfa4,InProgress,Productive,2022-02-07 00:00:00,A
ch.bafu.karst-einzugsgebietseinheiten,fa918831-97d1-4486-a348-c891f4e900ad,Published,Productive,2016-03-01 00:00:00,A
ch.bav.sachplan-infrastruktur-schifffahrt_kraft,fa9b082a-57a8-4c11-816b-2365e2741215,Published,Productive,2015-12-04 00:00:00,A
ch.bak.schutzgebiete-unesco_weltkulturerbe,fb349ad4-5e01-43b7-9fcd-a0f60ae9c4db,Published,NotProductive,2016-07-17 00:00:00,B
ch.bav.projektierungszonen-eisenbahnanlagen_v2_0.oereb,fb441e60-07c7-49cd-ad66-dbdba593b0e1,Published,Productive,2021-12-15 00:00:00,A
ch.swisstopo.vec25-primaerflaechen,fb4c7281-bd58-4aae-b86a-3a73ba82e0aa,Published,Productive,2008-01-10 00:00:00,A
ch.swisstopo-vd.stand-oerebkataster,fb60594e-2b16-45af-9bc0-b444035070f5,Published,Productive,2019-02-28 00:00:00,A
ch.swisstopo.dreiecksvermaschung,fb7fe701-04b1-4a0c-ba3a-90dbc5bd23d3,Published,Productive,2006-12-31 00:00:00,A
ch.bafu.bundesinventare-auen_anhoerung,fb88e5e0-9ac0-4295-8b22-2747860444d1,Published,Decommissioned,2017-11-01 00:00:00,C
de.zgeobw.landeskarte-100,fbe15f46-a6e1-4fb7-9514-8029edef8e28,Published,NotProductive,2017-03-08 00:00:00,B
ch.bafu.biogeographische_regionen,fc110d43-cfbc-4029-a73c-f24bd67c9689,Published,Productive,2020-09-01 00:00:00,A
ch.swisstopo.swissboundaries3d.inspire,fc2c80e5-fc87-415a-ac05-b2520957d155,Published,Productive,2023-01-01 00:00:00,A
